tool_type,title,created,updated,custodian,author,description,subject_area,support_name,sql_query,database_name,uw_profile
Cube,EDWAdminMart,7/7/2021,1/20/20,University Registrar and Chief Officer of Enrollment Information Services,Enterprise Reporting & Analytics,EDW report usage statistics since 2008,Financial Resources,Enterprise Reporting & Analytics,"SELECT GLProcessingDate, TransBatchNbr, TransTypeCode, Sum(RecordCount) as RecondCount, SUM(DebitSumAmt) AS Debit, SUM(CreditSumAmt) AS Credit FROM GLDataMart.sec.TransGLSummary WHERE (GLAccountCode = '4801') and BienniumYear =@bienyear and AcctngMonth= @Acctgmonth GROUP BY GLProcessingDate, TransBatchNbr, TransTypeCode ORDER BY GLProcessingDate, TransBatchNbr, TransTypeCode",EDWAdminMart,No
Cube,Fin Activity Biennium 2007,7/7/2021,7/1/07,University Registrar and Chief Officer of Enrollment Information Services,Enterprise Reporting & Analytics,Full 2007 Biennium,Financial Resources,Enterprise Reporting & Analytics,"SELECT GLProcessingDate, TransBatchNbr, TransTypeCode, Sum(RecordCount) as RecondCount, SUM(DebitSumAmt) AS Debit, SUM(CreditSumAmt) AS Credit FROM GLDataMart.sec.TransGLSummary WHERE (GLAccountCode = '4801') and BienniumYear =@bienyear and AcctngMonth= @Acctgmonth GROUP BY GLProcessingDate, TransBatchNbr, TransTypeCode ORDER BY GLProcessingDate, TransBatchNbr, TransTypeCode",FinancialActivity2007 ,No
Cube,Fin Activity Biennium 2009,7/7/2021,7/1/09,University Registrar and Chief Officer of Enrollment Information Services,Enterprise Reporting & Analytics,Full 2009 Biennium,Financial Resources,Enterprise Reporting & Analytics,"SELECT GLProcessingDate, TransBatchNbr, TransTypeCode, Sum(RecordCount) as RecondCount, SUM(DebitSumAmt) AS Debit, SUM(CreditSumAmt) AS Credit FROM GLDataMart.sec.TransGLSummary WHERE (GLAccountCode = '4801') and BienniumYear =@bienyear and AcctngMonth= @Acctgmonth GROUP BY GLProcessingDate, TransBatchNbr, TransTypeCode ORDER BY GLProcessingDate, TransBatchNbr, TransTypeCode",FinancialActivity2009,No
Cube,Fin Activity Biennium 2011,7/7/2021,6/27/11,University Registrar and Chief Officer of Enrollment Information Services,Enterprise Reporting & Analytics,Full 2011 Biennium,Financial Resources,Enterprise Reporting & Analytics,"SELECT GLProcessingDate, TransBatchNbr, TransTypeCode, Sum(RecordCount) as RecondCount, SUM(DebitSumAmt) AS Debit, SUM(CreditSumAmt) AS Credit FROM GLDataMart.sec.TransGLSummary WHERE (GLAccountCode = '4801') and BienniumYear =@bienyear and AcctngMonth= @Acctgmonth GROUP BY GLProcessingDate, TransBatchNbr, TransTypeCode ORDER BY GLProcessingDate, TransBatchNbr, TransTypeCode",FinancialActivity2011,No
Cube,Fin Activity Biennium 2013,7/7/2021,6/28/13,University Registrar and Chief Officer of Enrollment Information Services,Enterprise Reporting & Analytics,Full 2013 Biennium,Financial Resources,Enterprise Reporting & Analytics,"SELECT GLProcessingDate, TransBatchNbr, TransTypeCode, Sum(RecordCount) as RecondCount, SUM(DebitSumAmt) AS Debit, SUM(CreditSumAmt) AS Credit FROM GLDataMart.sec.TransGLSummary WHERE (GLAccountCode = '4801') and BienniumYear =@bienyear and AcctngMonth= @Acctgmonth GROUP BY GLProcessingDate, TransBatchNbr, TransTypeCode ORDER BY GLProcessingDate, TransBatchNbr, TransTypeCode",FinancialActivity2013,No
Cube,Fin Activity Biennium 2015,7/7/2021,6/29/15,University Registrar and Chief Officer of Enrollment Information Services,Enterprise Reporting & Analytics,2015 Biennium to date,Financial Resources,Enterprise Reporting & Analytics,"SELECT GLProcessingDate, TransBatchNbr, TransTypeCode, Sum(RecordCount) as RecondCount, SUM(DebitSumAmt) AS Debit, SUM(CreditSumAmt) AS Credit FROM GLDataMart.sec.TransGLSummary WHERE (GLAccountCode = '4801') and BienniumYear =@bienyear and AcctngMonth= @Acctgmonth GROUP BY GLProcessingDate, TransBatchNbr, TransTypeCode ORDER BY GLProcessingDate, TransBatchNbr, TransTypeCode",FinancialActivity2015,No
Cube,Fin Activity Biennium 2017,7/7/2021,6/30/17,University Registrar and Chief Officer of Enrollment Information Services,Enterprise Reporting & Analytics,2017 Biennium to date,Financial Resources,Enterprise Reporting & Analytics,"SELECT GLProcessingDate, TransBatchNbr, TransTypeCode, Sum(RecordCount) as RecondCount, SUM(DebitSumAmt) AS Debit, SUM(CreditSumAmt) AS Credit FROM GLDataMart.sec.TransGLSummary WHERE (GLAccountCode = '4801') and BienniumYear =@bienyear and AcctngMonth= @Acctgmonth GROUP BY GLProcessingDate, TransBatchNbr, TransTypeCode ORDER BY GLProcessingDate, TransBatchNbr, TransTypeCode",FinancialActivity2017,No
Cube,Financial Activity Biennium 2019,7/7/2021,7/1/19,University Registrar and Chief Officer of Enrollment Information Services,Enterprise Reporting & Analytics,2019 Biennium to date,Financial Resources,Enterprise Reporting & Analytics,"SELECT GLProcessingDate, TransBatchNbr, TransTypeCode, Sum(RecordCount) as RecondCount, SUM(DebitSumAmt) AS Debit, SUM(CreditSumAmt) AS Credit FROM GLDataMart.sec.TransGLSummary WHERE (GLAccountCode = '4801') and BienniumYear =@bienyear and AcctngMonth= @Acctgmonth GROUP BY GLProcessingDate, TransBatchNbr, TransTypeCode ORDER BY GLProcessingDate, TransBatchNbr, TransTypeCode",FinancialActivity2019,No
Cube,ResearchAdminData,7/7/2021,9/20/18,University Registrar and Chief Officer of Enrollment Information Services,Enterprise Reporting & Analytics,"The ResearchAdminData Cube contains Proposal, Award, and Expenditure data for sponsored research at the University of Washington.",Research Administration,Enterprise Reporting & Analytics,"SELECT GLProcessingDate, TransBatchNbr, TransTypeCode, Sum(RecordCount) as RecondCount, SUM(DebitSumAmt) AS Debit, SUM(CreditSumAmt) AS Credit FROM GLDataMart.sec.TransGLSummary WHERE (GLAccountCode = '4801') and BienniumYear =@bienyear and AcctngMonth= @Acctgmonth GROUP BY GLProcessingDate, TransBatchNbr, TransTypeCode ORDER BY GLProcessingDate, TransBatchNbr, TransTypeCode",ResearchAdminData,No
Visualization,Trends in Major Registrations,7/7/2021,4/6/18,University Registrar and Chief Officer of Enrollment Information Services,Nevena Lalic,"The Trends in Student Majors dashboard helps track the expansion and contraction of student major registrations over time, at all levels (Bachelor&rsquo;s, Master&rsquo;s, etc.) in all academic units. What is the measure we&rsquo;re tracking? The number of student registrations in a major program. When aggregated to a given academic unit, this number can be higher than the number of students in that unit, since each student may be registered for more than one major program. What is the",Financial Resources,Enterprise Reporting and Analytics,"SELECT GLProcessingDate, TransBatchNbr, TransTypeCode, Sum(RecordCount) as RecondCount, SUM(DebitSumAmt) AS Debit, SUM(CreditSumAmt) AS Credit FROM GLDataMart.sec.TransGLSummary WHERE (GLAccountCode = '4801') and BienniumYear =@bienyear and AcctngMonth= @Acctgmonth GROUP BY GLProcessingDate, TransBatchNbr, TransTypeCode ORDER BY GLProcessingDate, TransBatchNbr, TransTypeCode",ResearchAdminData,No
Visualization,Size of Academic Units and Type of Students Served,7/7/2021,4/6/18,University Registrar and Chief Officer of Enrollment Information Services,Nevena Lalic,"The Size of Academic Units and Type of Student Served dashboard offers a view of the relative size of academic units and the composition of their student body in terms of degree level (Bachelor&rsquo;s, Master&rsquo;s, etc.). What is the measure we&rsquo;re tracking? The number of students in a given academic unit &ndash; that is to say, the number of students registered for at least one major program associated with the unit. Students in major programs that are associated with more than on",Financial Resources,Enterprise Reporting and Analytics,"SELECT GLProcessingDate, TransBatchNbr, TransTypeCode, Sum(RecordCount) as RecondCount, SUM(DebitSumAmt) AS Debit, SUM(CreditSumAmt) AS Credit FROM GLDataMart.sec.TransGLSummary WHERE (GLAccountCode = '4801') and BienniumYear =@bienyear and AcctngMonth= @Acctgmonth GROUP BY GLProcessingDate, TransBatchNbr, TransTypeCode ORDER BY GLProcessingDate, TransBatchNbr, TransTypeCode",ResearchAdminData,Yes
Visualization,Trends in Undergraduate Student Academic Origin,7/7/2021,4/6/18,University Registrar and Chief Officer of Enrollment Information Services,Nevena Lilac,"The Trends in Undergraduate Student Academic Origin dashboard gives users an overview of students’ points of entry into their undergraduate program at the UW, addressing questions such as: · Are the students in my academic unit mostly first-time college students, or have they transferred from another institution? Has the answer to this question been consistent over the last few years, or has the pattern changed recently? · What institution do most UW students",Financial Resources,Enterprise Reporting and Analytics,"SELECT GLProcessingDate, TransBatchNbr, TransTypeCode, Sum(RecordCount) as RecondCount, SUM(DebitSumAmt) AS Debit, SUM(CreditSumAmt) AS Credit FROM GLDataMart.sec.TransGLSummary WHERE (GLAccountCode = '4801') and BienniumYear =@bienyear and AcctngMonth= @Acctgmonth GROUP BY GLProcessingDate, TransBatchNbr, TransTypeCode ORDER BY GLProcessingDate, TransBatchNbr, TransTypeCode",ResearchAdminData,Yes
Visualization,Trends in Student Geographic Origin,7/7/2021,4/6/18,University Registrar and Chief Officer of Enrollment Information Services,Nevena Lalic,The Trends in Student Geographic Origin dashboard offers academic units and major programs an overview of the composition of their student body in terms of residency (Washington State residents / domestic non-residents / international students). What is the measure we&rsquo,Financial Resources,Enterprise Reporting and Analytics,"SELECT GLProcessingDate, TransBatchNbr, TransTypeCode, Sum(RecordCount) as RecondCount, SUM(DebitSumAmt) AS Debit, SUM(CreditSumAmt) AS Credit FROM GLDataMart.sec.TransGLSummary WHERE (GLAccountCode = '4801') and BienniumYear =@bienyear and AcctngMonth= @Acctgmonth GROUP BY GLProcessingDate, TransBatchNbr, TransTypeCode ORDER BY GLProcessingDate, TransBatchNbr, TransTypeCode",ResearchAdminData,Yes
Visualization,Diversity Profile and Trends,7/7/2021,4/6/18,University Registrar and Chief Officer of Enrollment Information Services,Nevena Lalic,"The Diversity Profile and Trends dashboard offers academic units and majors an overview of the diversity of their student body, both in a reference quarter and over time. It allows the user to break enrollment down by several measures of diversity (e.g. sex, race/ethnicity, veteran status, Pell Eligibility, etc.). What is the measure we&rsquo;re tracking? The number of students in a given academic unit or major &ndash; that is to say, the number of students registered for at least one major",Financial Resources,Enterprise Reporting and Analytics,"SELECT GLProcessingDate, TransBatchNbr, TransTypeCode, Sum(RecordCount) as RecondCount, SUM(DebitSumAmt) AS Debit, SUM(CreditSumAmt) AS Credit FROM GLDataMart.sec.TransGLSummary WHERE (GLAccountCode = '4801') and BienniumYear =@bienyear and AcctngMonth= @Acctgmonth GROUP BY GLProcessingDate, TransBatchNbr, TransTypeCode ORDER BY GLProcessingDate, TransBatchNbr, TransTypeCode",ResearchAdminData,Yes
Visualization,Undergraduate Student Academic Performance,7/7/2021,4/6/18,University Registrar and Chief Officer of Enrollment Information Services,Nevena Lalic,"The Undergraduate Student Academic Performance dashboard provides insight into the average academic performance and credit load of matriculated undergraduate students in each academic unit for current academic year. What are the measures we’re tracking? This dashboard provides information about students’ cumulative GPA and total credits taken in a given quarter. What is the population of interest? The students in a given academic unit – that is to say, the stude",Financial Resources,Enterprise Reporting and Analytics,"SELECT GLProcessingDate, TransBatchNbr, TransTypeCode, Sum(RecordCount) as RecondCount, SUM(DebitSumAmt) AS Debit, SUM(CreditSumAmt) AS Credit FROM GLDataMart.sec.TransGLSummary WHERE (GLAccountCode = '4801') and BienniumYear =@bienyear and AcctngMonth= @Acctgmonth GROUP BY GLProcessingDate, TransBatchNbr, TransTypeCode ORDER BY GLProcessingDate, TransBatchNbr, TransTypeCode",ResearchAdminData,Yes
Visualization,Graduate/Professional Student Academic Performance,7/7/2021,4/6/18,University Registrar and Chief Officer of Enrollment Information Services,Nevena Lalic,"The Graduate/Professional Student Academic Performance dashboard provides insight into the average academic performance and credit load of matriculated graduate and professional students in each academic unit. What are the measures we’re tracking? This dashboard provides information about students’ cumulative GPA and total credits taken in a given quarter. What is the population of interest? The students in a given academic unit – that is to say, the students regi",Financial Resources,Enterprise Reporting and Analytics,"SELECT GLProcessingDate, TransBatchNbr, TransTypeCode, Sum(RecordCount) as RecondCount, SUM(DebitSumAmt) AS Debit, SUM(CreditSumAmt) AS Credit FROM GLDataMart.sec.TransGLSummary WHERE (GLAccountCode = '4801') and BienniumYear =@bienyear and AcctngMonth= @Acctgmonth GROUP BY GLProcessingDate, TransBatchNbr, TransTypeCode ORDER BY GLProcessingDate, TransBatchNbr, TransTypeCode",ResearchAdminData,Yes
Visualization,Trends in Degree Majors,7/7/2021,4/11/14,University Registrar and Chief Officer of Enrollment Information Services,Nevena Lalic,"The Trends in Degree Majors dashboard helps track the expansion and contraction of degree major production over time, at all levels (Bachelor’s, Master’s, etc.) in all academic units. What is the measure we’re tracking? The number of degree majors. A degree with two majors counts as two degree majors, and will appear in the total for each academic unit with which the major is associated. What is the period we’re looking at? The graphs show a yearly trend since",Financial Resources,Enterprise Reporting and Analytics,"SELECT GLProcessingDate, TransBatchNbr, TransTypeCode, Sum(RecordCount) as RecondCount, SUM(DebitSumAmt) AS Debit, SUM(CreditSumAmt) AS Credit FROM GLDataMart.sec.TransGLSummary WHERE (GLAccountCode = '4801') and BienniumYear =@bienyear and AcctngMonth= @Acctgmonth GROUP BY GLProcessingDate, TransBatchNbr, TransTypeCode ORDER BY GLProcessingDate, TransBatchNbr, TransTypeCode",ResearchAdminData,Yes
Visualization,Summary and Trends - Degree Attributes,7/7/2021,4/11/14,University Registrar and Chief Officer of Enrollment Information Services,Nevena Lalic,"The Summary and Trends – Degree Attributes dashboard provides information about several trends in degree attainment: 1) how many degrees students earn simultaneously; 2) how many degree majors students pursue as part of a degree; 3) what GPA students earn at the end of their studies, and 4) how many credits students graduate with. What is the period we’re looking at? The majority of the graphs provide a summary view of degree attributes in the most recent academic year. One",Financial Resources,Enterprise Reporting and Analytics,"SELECT GLProcessingDate, TransBatchNbr, TransTypeCode, Sum(RecordCount) as RecondCount, SUM(DebitSumAmt) AS Debit, SUM(CreditSumAmt) AS Credit FROM GLDataMart.sec.TransGLSummary WHERE (GLAccountCode = '4801') and BienniumYear =@bienyear and AcctngMonth= @Acctgmonth GROUP BY GLProcessingDate, TransBatchNbr, TransTypeCode ORDER BY GLProcessingDate, TransBatchNbr, TransTypeCode",ResearchAdminData,Yes
Visualization,Graduating Student Profile,7/7/2021,4/11/14,University Registrar and Chief Officer of Enrollment Information Services,Nevena Lalic,"The Graduating Students Profile dashboard displays the number of students graduating with a degree major from a given academic unit, and allows the user to break the enrollment down by various student characteristics of interest (e.g. sex, race/ethnicity, time to degree, etc.). What is the measure we’re tracking? The number of students graduating with a degree major from a given academic unit and displaying a given characteristic. Students graduating with degree majors that",Financial Resources,Enterprise Reporting and Analytics,"SELECT GLProcessingDate, TransBatchNbr, TransTypeCode, Sum(RecordCount) as RecondCount, SUM(DebitSumAmt) AS Debit, SUM(CreditSumAmt) AS Credit FROM GLDataMart.sec.TransGLSummary WHERE (GLAccountCode = '4801') and BienniumYear =@bienyear and AcctngMonth= @Acctgmonth GROUP BY GLProcessingDate, TransBatchNbr, TransTypeCode ORDER BY GLProcessingDate, TransBatchNbr, TransTypeCode",ResearchAdminData,No
Visualization,Degree Summary,7/7/2021,4/11/14,University Registrar and Chief Officer of Enrollment Information Services,Nevena Lalic,"The Degree Summary dashboard displays the number of degrees awarded for a given academic unit, and allows the user to break the number of degrees down by various characteristics of interest (e.g. degree level, degree type, credits earned, etc.). What is the measure we’re tracking? The number of degrees awarded by a given academic unit and displaying a given characteristic during a given academic year. Note that a single student may earn more than one degree in an academic y",Financial Resources,Enterprise Reporting and Analytics,"SELECT GLProcessingDate, TransBatchNbr, TransTypeCode, Sum(RecordCount) as RecondCount, SUM(DebitSumAmt) AS Debit, SUM(CreditSumAmt) AS Credit FROM GLDataMart.sec.TransGLSummary WHERE (GLAccountCode = '4801') and BienniumYear =@bienyear and AcctngMonth= @Acctgmonth GROUP BY GLProcessingDate, TransBatchNbr, TransTypeCode ORDER BY GLProcessingDate, TransBatchNbr, TransTypeCode",ResearchAdminData,Yes
Visualization,Degree Summary - Unit Comparisons,7/7/2021,4/11/14,University Registrar and Chief Officer of Enrollment Information Services,Nevena Lalic,"The Degree Summary – Unit Comparisons dashboard provides a comparative display of the number of degrees associated with two academic units, and allows the user to break the number of degrees down by various characteristics of interest (e.g. degree level, degree type, credits earned, etc.). What is the measure we’re tracking? The number of degrees that are associated with two academic units and that display a given characteristic during a given academic year. Note that a sin",Financial Resources,Enterprise Reporting and Analytics,"SELECT GLProcessingDate, TransBatchNbr, TransTypeCode, Sum(RecordCount) as RecondCount, SUM(DebitSumAmt) AS Debit, SUM(CreditSumAmt) AS Credit FROM GLDataMart.sec.TransGLSummary WHERE (GLAccountCode = '4801') and BienniumYear =@bienyear and AcctngMonth= @Acctgmonth GROUP BY GLProcessingDate, TransBatchNbr, TransTypeCode ORDER BY GLProcessingDate, TransBatchNbr, TransTypeCode",ResearchAdminData,Yes
Visualization,Undergraduate One-Quarter and One-Year Retention Trends,7/7/2021,4/6/18,University Registrar and Chief Officer of Enrollment Information Services,Nevena Lalic,"The Undergraduate One-Quarter and One-Year Retention Trends dashboard reports trends in one-quarter and one-year undergraduate retention rates for each campus, and allows these rates to be broken down by student characteristics of interest (race/ethnicity, full-time status, academic origin, etc.) Whose retention are we tracking? We are tracking the retention of students pursuing their first undergraduate degree (i.e. excluding post-baccalaureate students). What do",Financial Resources,Enterprise Reporting and Analytics,"SELECT GLProcessingDate, TransBatchNbr, TransTypeCode, Sum(RecordCount) as RecondCount, SUM(DebitSumAmt) AS Debit, SUM(CreditSumAmt) AS Credit FROM GLDataMart.sec.TransGLSummary WHERE (GLAccountCode = '4801') and BienniumYear =@bienyear and AcctngMonth= @Acctgmonth GROUP BY GLProcessingDate, TransBatchNbr, TransTypeCode ORDER BY GLProcessingDate, TransBatchNbr, TransTypeCode",ResearchAdminData,No
Visualization,Undergraduate Graduation Rates and Time to Degree,7/7/2021,4/6/18,University Registrar and Chief Officer of Enrollment Information Services,Nevena Lalic,"The Undergraduate Graduation Rates and Time to Degree dashboard reports graduation rate and time to degree trends for undergraduate students, and allows this information to be broken down by student characteristics of interest (race/ethnicity, full-time status, academic origin, etc.) Whose graduation rates and time to degree are we tracking? We are tracking the graduation rates and time to degree of students pursuing their first undergraduate degree (i.e. excluding post-bac",Financial Resources,Enterprise Reporting and Analytics,"SELECT GLProcessingDate, TransBatchNbr, TransTypeCode, Sum(RecordCount) as RecondCount, SUM(DebitSumAmt) AS Debit, SUM(CreditSumAmt) AS Credit FROM GLDataMart.sec.TransGLSummary WHERE (GLAccountCode = '4801') and BienniumYear =@bienyear and AcctngMonth= @Acctgmonth GROUP BY GLProcessingDate, TransBatchNbr, TransTypeCode ORDER BY GLProcessingDate, TransBatchNbr, TransTypeCode",ResearchAdminData,Yes
Visualization,Undergraduate Student Persistence and Graduation by Year of Study,7/7/2021,4/6/18,University Registrar and Chief Officer of Enrollment Information Services,Nevena Lalic,"The Undergraduate Student Persistence and Graduation by Year of Study dashboard tracks the retention, persistence and graduation patterns of recent undergraduate student cohorts, and allows this information to be broken down by student characteristics of interest (race/ethnicity, full-time status, academic origin, etc.) Whose retention, persistence and graduation patterns are we tracking? We are tracking the retention, persistence and graduation patterns of students pursuin",Financial Resources,Enterprise Reporting and Analytics,"SELECT GLProcessingDate, TransBatchNbr, TransTypeCode, Sum(RecordCount) as RecondCount, SUM(DebitSumAmt) AS Debit, SUM(CreditSumAmt) AS Credit FROM GLDataMart.sec.TransGLSummary WHERE (GLAccountCode = '4801') and BienniumYear =@bienyear and AcctngMonth= @Acctgmonth GROUP BY GLProcessingDate, TransBatchNbr, TransTypeCode ORDER BY GLProcessingDate, TransBatchNbr, TransTypeCode",ResearchAdminData,Yes
Visualization,Trends in Student Credit Hours,7/7/2021,4/6/18,University Registrar and Chief Officer of Enrollment Information Services,Nevena Lalic,"The Trends in Student Credit Hours dashboard helps track the expansion and contraction of student credit hours over time, at all levels (undergraduate, graduate, professional), and in all academic units. What is the measure we&rsquo;re tracking? The number of student credit hours. Student credit hours represent the sum of academic credits associated with students' active course registrations on census day of a given quarter. What is the period we&rsquo;re looking at",Financial Resources,Enterprise Reporting and Analytics,"SELECT GLProcessingDate, TransBatchNbr, TransTypeCode, Sum(RecordCount) as RecondCount, SUM(DebitSumAmt) AS Debit, SUM(CreditSumAmt) AS Credit FROM GLDataMart.sec.TransGLSummary WHERE (GLAccountCode = '4801') and BienniumYear =@bienyear and AcctngMonth= @Acctgmonth GROUP BY GLProcessingDate, TransBatchNbr, TransTypeCode ORDER BY GLProcessingDate, TransBatchNbr, TransTypeCode",ResearchAdminData,Yes
Visualization,Student Characteristics by Course Taken,7/7/2021,4/6/18,University Registrar and Chief Officer of Enrollment Information Services,Nevena Lalic,"The Student Characteristics by Curriculum dashboard displays the number of students who are registered for at least one class at a given level in a given curriculum, and allows the user to view various characteristics of interest for these students (e.g. sex, race/ethnicity, academic origin, etc.). What is the measure we&rsquo;re tracking? The number of students registered for at least one class at a given level in a given curriculum (or set of curricula). Aca",Financial Resources,Enterprise Reporting and Analytics,"SELECT GLProcessingDate, TransBatchNbr, TransTypeCode, Sum(RecordCount) as RecondCount, SUM(DebitSumAmt) AS Debit, SUM(CreditSumAmt) AS Credit FROM GLDataMart.sec.TransGLSummary WHERE (GLAccountCode = '4801') and BienniumYear =@bienyear and AcctngMonth= @Acctgmonth GROUP BY GLProcessingDate, TransBatchNbr, TransTypeCode ORDER BY GLProcessingDate, TransBatchNbr, TransTypeCode",ResearchAdminData,Yes
Visualization,Summary of Teaching Activity (SCH),7/7/2021,4/6/18,University Registrar and Chief Officer of Enrollment Information Services,Nevena Lalic,"The Summary of Teaching Activity (SCH) dashboard displays the number student credit hours (SCH) associated with a given academic unit or curriculum, and allows the user to break the SCH down by various characteristics of interest (e.g. course level, section type, etc.). What is the measure we&rsquo;re tracking? The number of student credit hours. Student credit hours represent the sum of academic credits associated with students' active course registrations on census day",Financial Resources,Enterprise Reporting and Analytics,"SELECT GLProcessingDate, TransBatchNbr, TransTypeCode, Sum(RecordCount) as RecondCount, SUM(DebitSumAmt) AS Debit, SUM(CreditSumAmt) AS Credit FROM GLDataMart.sec.TransGLSummary WHERE (GLAccountCode = '4801') and BienniumYear =@bienyear and AcctngMonth= @Acctgmonth GROUP BY GLProcessingDate, TransBatchNbr, TransTypeCode ORDER BY GLProcessingDate, TransBatchNbr, TransTypeCode",ResearchAdminData,Yes
Visualization,Summary of Teaching Activity (SCH) - Unit Comparisons,7/7/2021,4/6/18,University Registrar and Chief Officer of Enrollment Information Services,Nevena Lalic,"The Summary of Teaching Activity (SCH) &ndash; Unit Comparisons dashboard provides a comparative display of the number of student credit hours (SCH) associated with two academic units or curricula, and allows the user to break the SCH down by various characteristics of interest (e.g. course level, section type, etc.). What is the measure we&rsquo;re tracking? The number of student credit hours. Student credit hours represent the sum of academic credits associated with students' active cours",Financial Resources,Enterprise Reporting and Analytics,"SELECT GLProcessingDate, TransBatchNbr, TransTypeCode, Sum(RecordCount) as RecondCount, SUM(DebitSumAmt) AS Debit, SUM(CreditSumAmt) AS Credit FROM GLDataMart.sec.TransGLSummary WHERE (GLAccountCode = '4801') and BienniumYear =@bienyear and AcctngMonth= @Acctgmonth GROUP BY GLProcessingDate, TransBatchNbr, TransTypeCode ORDER BY GLProcessingDate, TransBatchNbr, TransTypeCode",ResearchAdminData,Yes
Visualization,Enrollment Summary,7/7/2021,4/6/18,University Registrar and Chief Officer of Enrollment Information Services,Nevena Lalic,"The Enrollment Summary dashboard displays the number of students enrolled in a given academic unit or major, and allows the user to break the enrollment down by various characteristics of interest (e.g. student level, residency, race/ethnicity, etc.). What is the measure we&rsquo;re tracking? The number of students registered in a given academic unit or major during the chosen time period and having a given characteristic. Every student count in this dashboard is a count of unique stud",Financial Resources,Enterprise Reporting and Analytics,"SELECT GLProcessingDate, TransBatchNbr, TransTypeCode, Sum(RecordCount) as RecondCount, SUM(DebitSumAmt) AS Debit, SUM(CreditSumAmt) AS Credit FROM GLDataMart.sec.TransGLSummary WHERE (GLAccountCode = '4801') and BienniumYear =@bienyear and AcctngMonth= @Acctgmonth GROUP BY GLProcessingDate, TransBatchNbr, TransTypeCode ORDER BY GLProcessingDate, TransBatchNbr, TransTypeCode",ResearchAdminData,Yes
Visualization,Enrollment Summary - Unit Comparisons,7/7/2021,4/6/18,University Registrar and Chief Officer of Enrollment Information Services,Nevena Lalic,"The Enrollment Summary &ndash; Unit Comparisons dashboard provides a comparative display of the number of students enrolled in two academic units or majors, and allows the user to break the enrollment down by various characteristics of interest (e.g. student level, residency, race/ethnicity, etc.). What is the measure we&rsquo;re tracking? The number of students in a given academic unit or major and displaying a given characteristic during the chosen time period. Every student count in",Financial Resources,Enterprise Reporting and Analytics,"SELECT GLProcessingDate, TransBatchNbr, TransTypeCode, Sum(RecordCount) as RecondCount, SUM(DebitSumAmt) AS Debit, SUM(CreditSumAmt) AS Credit FROM GLDataMart.sec.TransGLSummary WHERE (GLAccountCode = '4801') and BienniumYear =@bienyear and AcctngMonth= @Acctgmonth GROUP BY GLProcessingDate, TransBatchNbr, TransTypeCode ORDER BY GLProcessingDate, TransBatchNbr, TransTypeCode",ResearchAdminData,Yes
Visualization,Current Course Demand,7/7/2021,5/20/19,University Registrar and Chief Officer of Enrollment Information Services,Dev Nambi,The Current Course Demand dashboard uses Notify.UW data as a proxy for demonstrating the demand for a selected course. The count of notify subscriptions for a course in the selected time period is compared to a zero baseline. The zero baseline represents the point at which the course enrollment limit has been met and the course is at full capacity according to the Student Database (SDB). Notify.UW is a free tool that sends notifications about course availability. UW NetID holders who subsc,Financial Resources,Enterprise Reporting and Analytics,"SELECT GLProcessingDate, TransBatchNbr, TransTypeCode, Sum(RecordCount) as RecondCount, SUM(DebitSumAmt) AS Debit, SUM(CreditSumAmt) AS Credit FROM GLDataMart.sec.TransGLSummary WHERE (GLAccountCode = '4801') and BienniumYear =@bienyear and AcctngMonth= @Acctgmonth GROUP BY GLProcessingDate, TransBatchNbr, TransTypeCode ORDER BY GLProcessingDate, TransBatchNbr, TransTypeCode",ResearchAdminData,No
Visualization,Current Notify Course Demand,7/7/2021,5/20/19,University Registrar and Chief Officer of Enrollment Information Services,Dev Nambi,"The Current Notify Course Demand dashboard displays the count of Notify subscribers who successfully register for a course compared with those who did not register, in all academic units. This dashboard uses Notify.UW data as a proxy for understanding demand for a given course.",Financial Resources,Enterprise Reporting and Analytics,"SELECT GLProcessingDate, TransBatchNbr, TransTypeCode, Sum(RecordCount) as RecondCount, SUM(DebitSumAmt) AS Debit, SUM(CreditSumAmt) AS Credit FROM GLDataMart.sec.TransGLSummary WHERE (GLAccountCode = '4801') and BienniumYear =@bienyear and AcctngMonth= @Acctgmonth GROUP BY GLProcessingDate, TransBatchNbr, TransTypeCode ORDER BY GLProcessingDate, TransBatchNbr, TransTypeCode",ResearchAdminData,No
Visualization,Trends in Course Demand,7/7/2021,5/20/19,University Registrar and Chief Officer of Enrollment Information Services,Dev Nambi,The Trends in Course Demand dashboard uses Notify.UW data as a proxy for understanding demand for a given course over time. The count of notify subscriptions for a course in the selected time period is compared to a zero baseline which is the course enrollment limit for the course according to SDB. This metric is then displayed over time for the selected courses.,Financial Resources,Enterprise Reporting and Analytics,"SELECT GLProcessingDate, TransBatchNbr, TransTypeCode, Sum(RecordCount) as RecondCount, SUM(DebitSumAmt) AS Debit, SUM(CreditSumAmt) AS Credit FROM GLDataMart.sec.TransGLSummary WHERE (GLAccountCode = '4801') and BienniumYear =@bienyear and AcctngMonth= @Acctgmonth GROUP BY GLProcessingDate, TransBatchNbr, TransTypeCode ORDER BY GLProcessingDate, TransBatchNbr, TransTypeCode",ResearchAdminData,No
