TermTitle,TermDefinition,ReportTitle,document_id
Organization Code Dean Level,The UW financial org code is the structure used in the UW financial system to define different levels of the University. It is managed in the Financial Accounting System (FAS). The �Dean Level� refers to the first 3 digits of a 10 digit organization code.,Legacy Grant and Contract Certification Report,149
Organization Code,"The code that represents the University organizational structure.&nbsp;<span>When referenced on the Budget Index (the 02 Index), Organization Code relates a Budget Number to an organizational unit. <br> <br> This field is routinely sub-defined as follows:<br> <br> X(1) President's Level (organ_pres) - A broad grouping of units according to top administrative areas of responsibility or major class of programs.<br> <br> X(2) Dean/Vice President's Level (organ_dean) - Major organizational divisions usually headed by an officer reporting to the President (colleges, schools, vice president divisions).<br> <br> X(2) Major Level (organ_major_area) - Programmatic or organizational partitioning of major organizational divisions (organizational dependent).<br> <br> X(2) Department Level (organ_dept) - Primary operating unit of the University, usually designated as a department in academic units and as an office in administrative units. Department level units as defined by section 12-26 of the University Handbook, interdisciplinary centers, and comparable level administrative service organizations are included. <br> <br> X(2) Division Level (organ_division) - Academic sub-disciplines or sub-specialities contained within a department and functional/organizational division of large administrative/service units.<br> <br> X(1) Sub-Division Level (organ_sub_division) - Specialized research, teaching or service activities, e.g., the research activities of a singe Principal Investigator; the training/research/patient care activities conducted at affiliated hospitals.</span>",Legacy Grant and Contract Certification Report,149
Project Cost Accounting Code,"PCA Codes allow for the use of Project, Task, and Option codes on financial transactions. These codes are additional reporting elements for salary and any other transactions the UW tracks in our finance system. Will be used as a part of cost allocations. Available for one time cost overrides in time tracking and payroll input.",Legacy Grant and Contract Certification Report,149
Principal Investigator,"The Principle Investigator is the person responsible for all expenditures placed on a budget, as well as for making sure that all conditions and requirements conditional to the funding of the budget are fulfilled. For grant and contract budgets this is generally the research scientists who applied for the funding.",Legacy Grant and Contract Certification Report,149
Payroll Unit Code,A payroll unit code is a four-digit code that identifies what department a particular budget belongs to. This four-digit code is also used for generating reports and sorting payroll checks.,Legacy Grant and Contract Certification Report,149
Academic Appointment,"An academic appointment captures information about an academic's relationship with the UW. Information such as appointing unit, track, rank, and tenure percent (if applicable) is included in an appointment. All members of academic personnel (as defined in Administrative Policy Statement 40.1) will have an academic appointment in Workday.",Legacy Grant and Contract Certification Report,149
Worker Position,"Worker position contains data that is specific to a person in a given position such as the start date, pay components, title, and FTE percentage.",Legacy Grant and Contract Certification Report,149
Budget Number,A six-digit control number (xx-xxxx) that assigns cost and responsibility centers for accounting and budgeting purposes.,Legacy Grant and Contract Certification Report,149
Fiscal Year,,Legacy Grant and Contract Certification Report,149
Program of Study,"<p>A prescribed grouping of learning units such as courses, activities, competencies, learning objectives, and/or institutional/core requirements that are intended to facilitate the understanding of a particular body of knowledge. Programs may also include requirements as to the order, timing, performance, and results (e.g. GPA) of the grouping of learning units that make up a program. The end result of a completed program is an acknowledged level of accomplishment or a credential (e.g. certificate, degree, minor).</p>",Major Codes,90
Department,<p>?An organizational unit at the University of Washington. Departments are identified by a unique Organization Code at the seven-digit level.</p>,Major Codes,90
CIP Code,"The Classification of Instructional Programs (CIP) code set is published by the U.S. Department of Education. This standard set of programs and associated codes (CIP codes) is used to facilitate comparison of departments and their academic offerings across universities. <span>CIP codes are issued by the U.S. Department of Education's National Center for Education Statistics (NCES). See <a target=""_blank"" rel=""nofollow"" href=""http://nces.ed.gov/ipeds/cipcode"">http://nces.ed.gov/ipeds/cipcode</a>.</span><br>",Major Codes,90
Major Pathway,"<p>A given major may have multiple specializations or options, each with unique requirements for navigating to a similar degree. These variations of the major are termed ""major pathways"". A ""major pathway number"" is assigned to identify each variation. This number serves as an important identifier -- in conjunction with the major code -- to specifically identify an academic program and its requirements.</p>",Major Codes,90
Major,<p>A major is a specific field of study into which a student matriculates.</p>,Major Codes,90
College,"Conceptually, College refers to the aggregation of one or more academic departments into a broader academic organizational unit, supervised by a Dean. Functionally, College is one component of the hierarchy codified by the Organization Code; in that hierarchy, all units - including administrative ones - are grouped into ""Colleges"".",Major Codes,90
Campus,"Term used to distinguish between UW Seattle, UW Bothell and UW Tacoma. UW units map to these Campuses through the Organization Code.",Major Codes,90
Department,<p>?An organizational unit at the University of Washington. Departments are identified by a unique Organization Code at the seven-digit level.</p>,Minor Codes,100
CIP Code,"The Classification of Instructional Programs (CIP) code set is published by the U.S. Department of Education. This standard set of programs and associated codes (CIP codes) is used to facilitate comparison of departments and their academic offerings across universities. <span>CIP codes are issued by the U.S. Department of Education's National Center for Education Statistics (NCES). See <a target=""_blank"" rel=""nofollow"" href=""http://nces.ed.gov/ipeds/cipcode"">http://nces.ed.gov/ipeds/cipcode</a>.</span><br>",Minor Codes,100
Major Pathway,"<p>A given major may have multiple specializations or options, each with unique requirements for navigating to a similar degree. These variations of the major are termed ""major pathways"". A ""major pathway number"" is assigned to identify each variation. This number serves as an important identifier -- in conjunction with the major code -- to specifically identify an academic program and its requirements.</p>",Minor Codes,100
Minor,"<p>A minor is a transcriptable additional area of specialization (25-35 credits) for undergraduates only. Students are not required to have a minor, but may complete up to three in addition to a major.</p>",Minor Codes,100
College,"Conceptually, College refers to the aggregation of one or more academic departments into a broader academic organizational unit, supervised by a Dean. Functionally, College is one component of the hierarchy codified by the Organization Code; in that hierarchy, all units - including administrative ones - are grouped into ""Colleges"".",Minor Codes,100
Campus,"Term used to distinguish between UW Seattle, UW Bothell and UW Tacoma. UW units map to these Campuses through the Organization Code.",Minor Codes,100
Charge Code,<p>A 10-digit code used in the student database (SDB) to identify debits and credits against a student's account.</p>,Miscellaneous Student Accounts - Non-Tuition Charge Summary,14
Academic Quarter,"The University of Washington operates on the quarter system. Within an Academic Year, the sequence of Academic Quarters is: Summer, Fall, Winter, Spring.&nbsp;The Academic Calendar specifies the? schedule of the Academic Quarters within a given year.<br>",Miscellaneous Student Accounts - Non-Tuition Charge Summary,14
Academic Year,"<p>Academic Year begins with the Summer quarter and includes the following Fall, Winter and Spring quarters. Example: Academic Year 2002-03 is Summer 2002, Fall 2002, Winter 2003 and Spring 2003.</p>",Miscellaneous Student Accounts - Non-Tuition Charge Summary,14
Fiscal Year,,NSF Compensation by Fiscal Year,157
Budget Number,A six-digit control number (xx-xxxx) that assigns cost and responsibility centers for accounting and budgeting purposes.,Organization-Budget Relationship Report,44
Organization Code Dean Level,The UW financial org code is the structure used in the UW financial system to define different levels of the University. It is managed in the Financial Accounting System (FAS). The �Dean Level� refers to the first 3 digits of a 10 digit organization code.,Organization-Budget Relationship Report,44
Organization Code,"The code that represents the University organizational structure.&nbsp;<span>When referenced on the Budget Index (the 02 Index), Organization Code relates a Budget Number to an organizational unit. <br> <br> This field is routinely sub-defined as follows:<br> <br> X(1) President's Level (organ_pres) - A broad grouping of units according to top administrative areas of responsibility or major class of programs.<br> <br> X(2) Dean/Vice President's Level (organ_dean) - Major organizational divisions usually headed by an officer reporting to the President (colleges, schools, vice president divisions).<br> <br> X(2) Major Level (organ_major_area) - Programmatic or organizational partitioning of major organizational divisions (organizational dependent).<br> <br> X(2) Department Level (organ_dept) - Primary operating unit of the University, usually designated as a department in academic units and as an office in administrative units. Department level units as defined by section 12-26 of the University Handbook, interdisciplinary centers, and comparable level administrative service organizations are included. <br> <br> X(2) Division Level (organ_division) - Academic sub-disciplines or sub-specialities contained within a department and functional/organizational division of large administrative/service units.<br> <br> X(1) Sub-Division Level (organ_sub_division) - Specialized research, teaching or service activities, e.g., the research activities of a singe Principal Investigator; the training/research/patient care activities conducted at affiliated hospitals.</span>",Organization-Budget Relationship Report,44
Account Code,"<div>Account Code is a coding structure which assigns a number to different types of financial accounts. Also known as Object Code and Revenue Code. This is a reference to a number structure (000001-999999) that has been segmented into ranges and each range assigned as the valid values for a specific financial coding structure or data element. In other words, ""Account Code"" is a general term usually referring to a General Ledger Account Number, an Object of Expenditure Code (Object Code), or a Revenue Code (and as referenced on the 03 Account Code index of the FIN Data Base, the Account Code field can also refer to a Fund Code). The value of the Account Code determines which coding structure it references (Fund, G/L, Expenditure or Revenue). Each coding structure is further defined with its own Data Element reference. <br></div><div><br></div><div>The Financial Accounting office maintains an Object Code table available on the web at <a target=""_blank"" rel=""nofollow"" href=""http://www.washington.edu/admin/finacct/obcodes"">http://www.washington.edu/admin/finacct/obcodes</a></div>",Paid FTE by Funding Source,97
Organization Code Dean Level,The UW financial org code is the structure used in the UW financial system to define different levels of the University. It is managed in the Financial Accounting System (FAS). The �Dean Level� refers to the first 3 digits of a 10 digit organization code.,Paid FTE by Funding Source,97
Organization Code,"The code that represents the University organizational structure.&nbsp;<span>When referenced on the Budget Index (the 02 Index), Organization Code relates a Budget Number to an organizational unit. <br> <br> This field is routinely sub-defined as follows:<br> <br> X(1) President's Level (organ_pres) - A broad grouping of units according to top administrative areas of responsibility or major class of programs.<br> <br> X(2) Dean/Vice President's Level (organ_dean) - Major organizational divisions usually headed by an officer reporting to the President (colleges, schools, vice president divisions).<br> <br> X(2) Major Level (organ_major_area) - Programmatic or organizational partitioning of major organizational divisions (organizational dependent).<br> <br> X(2) Department Level (organ_dept) - Primary operating unit of the University, usually designated as a department in academic units and as an office in administrative units. Department level units as defined by section 12-26 of the University Handbook, interdisciplinary centers, and comparable level administrative service organizations are included. <br> <br> X(2) Division Level (organ_division) - Academic sub-disciplines or sub-specialities contained within a department and functional/organizational division of large administrative/service units.<br> <br> X(1) Sub-Division Level (organ_sub_division) - Specialized research, teaching or service activities, e.g., the research activities of a singe Principal Investigator; the training/research/patient care activities conducted at affiliated hospitals.</span>",Paid FTE by Funding Source,97
Full Time Equivalent %,"The ratio of a worker's scheduled weekly hours to the weekly hours for the business site. If a worker works 20 hours a week and the business site weekly hours are 40, then the worker's FTE is 50 percent. Some academic personnel are not funded fully for effort; Roster Percent will be used to indicate effort for certain populations.<br>",Paid FTE by Funding Source,97
Fiscal Year,,Paid FTE by Funding Source,97
Faculty,"Faculty at the University of Washington are Professors, Lecturers, Artists in Residence, Professors of Practice, Instructors, Teaching Associates, and Research Associates, in all titles, tracks, and ranks as described in the <a target=""_blank"" rel=""nofollow"" href=""http://www.washington.edu/admin/rules/policies/FCG/FCCH21.html#2131"">Faculty Code Section 21-31</a> and <a target=""_blank"" rel=""nofollow"" href=""http://www.washington.edu/admin/rules/policies/FCG/FCCH24.html#2434B"">Faculty Code Section 24-34 Subsection B</a>. This population is distinct from librarians, medical residents, senior fellows, and senior fellow trainees. The Faculty Code and any revisions to it that may occur in the future shall serve as the authoritative definition of this term.",Predominantly Sponsor-Funded Faculty,151
Organization Code,"The code that represents the University organizational structure.&nbsp;<span>When referenced on the Budget Index (the 02 Index), Organization Code relates a Budget Number to an organizational unit. <br> <br> This field is routinely sub-defined as follows:<br> <br> X(1) President's Level (organ_pres) - A broad grouping of units according to top administrative areas of responsibility or major class of programs.<br> <br> X(2) Dean/Vice President's Level (organ_dean) - Major organizational divisions usually headed by an officer reporting to the President (colleges, schools, vice president divisions).<br> <br> X(2) Major Level (organ_major_area) - Programmatic or organizational partitioning of major organizational divisions (organizational dependent).<br> <br> X(2) Department Level (organ_dept) - Primary operating unit of the University, usually designated as a department in academic units and as an office in administrative units. Department level units as defined by section 12-26 of the University Handbook, interdisciplinary centers, and comparable level administrative service organizations are included. <br> <br> X(2) Division Level (organ_division) - Academic sub-disciplines or sub-specialities contained within a department and functional/organizational division of large administrative/service units.<br> <br> X(1) Sub-Division Level (organ_sub_division) - Specialized research, teaching or service activities, e.g., the research activities of a singe Principal Investigator; the training/research/patient care activities conducted at affiliated hospitals.</span>",Predominantly Sponsor-Funded Faculty,151
Sponsor Name,The official name of any funding agency external to the university who funds university research activities.,Predominantly Sponsor-Funded Faculty,151
Application Type,An Application Type is a descriptor used to classify and organize the proposal with respect to the Grant Lifecycle.,Predominantly Sponsor-Funded Faculty,151
Federal Grant Funding,"<p>Federal Grant Funding is funding that comes from US federal agencies (directly or as flow-through funding through a non-Federal agency) in the form of grants, cooperative agreements, fellowships, contracts, and intergovernmental personnel agreements.</p>",Predominantly Sponsor-Funded Faculty,151
Non-Federal Grant Funding,"Non-Federal Grant Funding is funding that comes from non-Federal agencies such as nonprofits, industry partners, healthcare institutes and hospitals, international institutions, foreign governments, associations, local and state governmental entities and other institutions of higher education in the form of grants, cooperative agreements, fellowships, contracts, and intergovernmental personnel agreements.",Predominantly Sponsor-Funded Faculty,151
Has Paid Direct,"<p>Has Paid Direct (PDR) refers to faculty who have an employee type in Workday of: Regular Paid Direct or Fixed-Term Paid Direct. Faculty with this designation have base salary paid by an external entity (e.g., Veterans Administration Medical Center (VAMC), Children's Hospital Regional Medical Center (CHRMC), Fred Hutchinson Cancer Research Center (FHCRC), VASEA, or HHMI).</p>",Predominantly Sponsor-Funded Faculty,151
Faculty Department Org Code,<p>The Department displayed on an Effort Report in eFECS is the organization that owns the default cost center associated with a faculty member&rsquo,Predominantly Sponsor-Funded Faculty,151
Funding Source,"<p>Represents the specific federal agency or non-federal sponsor (e.g., non-profit organization, state or local government, for profit entity) that awards the money to the UW in response to a proposal for a grant, contract or cooperative agreement.</p>",Predominantly Sponsor-Funded Faculty,151
Percent of Sponsored Funding,"<p>Represents the proportionate percentage of a UW faculty&rsquo;s Institutional Base Salary (IBS) charged and/or cost shared to an externally funded grant, contract or cooperative agreement.</p>",Predominantly Sponsor-Funded Faculty,151
Faculty Effort Certification Cycle,<p>The period of time (6 months) over which faculty certify that the percent distribution of their institutional base salary (IBS) represents a reasonable reflection of their effort for that period of time.</p>,Predominantly Sponsor-Funded Faculty,151
Organization Code Dean Level,The UW financial org code is the structure used in the UW financial system to define different levels of the University. It is managed in the Financial Accounting System (FAS). The �Dean Level� refers to the first 3 digits of a 10 digit organization code.,Predominantly Sponsor-Funded Faculty,151
Organization Code Dean Level,The UW financial org code is the structure used in the UW financial system to define different levels of the University. It is managed in the Financial Accounting System (FAS). The �Dean Level� refers to the first 3 digits of a 10 digit organization code.,Remaining Balance by OrgCode and Category,28
Organization Code,"The code that represents the University organizational structure.&nbsp;<span>When referenced on the Budget Index (the 02 Index), Organization Code relates a Budget Number to an organizational unit. <br> <br> This field is routinely sub-defined as follows:<br> <br> X(1) President's Level (organ_pres) - A broad grouping of units according to top administrative areas of responsibility or major class of programs.<br> <br> X(2) Dean/Vice President's Level (organ_dean) - Major organizational divisions usually headed by an officer reporting to the President (colleges, schools, vice president divisions).<br> <br> X(2) Major Level (organ_major_area) - Programmatic or organizational partitioning of major organizational divisions (organizational dependent).<br> <br> X(2) Department Level (organ_dept) - Primary operating unit of the University, usually designated as a department in academic units and as an office in administrative units. Department level units as defined by section 12-26 of the University Handbook, interdisciplinary centers, and comparable level administrative service organizations are included. <br> <br> X(2) Division Level (organ_division) - Academic sub-disciplines or sub-specialities contained within a department and functional/organizational division of large administrative/service units.<br> <br> X(1) Sub-Division Level (organ_sub_division) - Specialized research, teaching or service activities, e.g., the research activities of a singe Principal Investigator; the training/research/patient care activities conducted at affiliated hospitals.</span>",Remaining Balance by OrgCode and Category,28
Fiscal Month,A calendar month beginning with the 1st and ending with the last day of the month.,Remaining Balance by OrgCode and Category,28
Fiscal Year,,Remaining Balance by OrgCode and Category,28
Biennium Year,The name of the biennium assigned to each day of the biennium,Research Awards,99
In GCA Date,The date at which the Office of Sponsored Programs (OSP) first sends an electronic Funding Action (eFA) to Grant and Contract Accounting (GCA) for budget set-up.,Research Awards,99
Project Period,For Grant budgets. The total time period stated in the Notice of Grant Award (including any amendments) for which Federal support is recommended. The project period may consist of one or more budget periods. It does not constitute a commitment by the Federal government to fund the entire project period.,Research Awards,99
Indirect Expense,"Indirect expense amounts are incurred for common or joint objectives and therefore cannot be identified readily and specifically with a particular sponsored project, program, or activity but are nevertheless necessary to the operations of the organization.",Research Awards,99
Award Status,"An internal UW status in the electronic system which indicates where the eFA is in the award process. The statuses include: In OSP: Indicates that OSP has received a notice of an award and has initiated the award review process. Approved: The official acceptance of the terms and conditions of the award by OSP. However, outstanding compliance issues may prevent the transfer of the award paperwork to GCA for budget set up. Sent to GCA: All compliance issues have been resolved and OSP has sent the notice to GCA for budget set up and data entry into the financial system. Returned by GCA: During the budget set-up process, questions about the terms of the award have arisen. GCA has returned the paper work for resolution. Re-sent by OSP: Any pending questions have been resolved and OSP has resent the award to GCA. Processed: GCA has set up a budget, completed all the data entry in the financial system and campus is notified that they now have authority to spend for the project.",Research Awards,99
Sponsor Award Number,An award identifier issued by a sponsor which identifies a specific UW award. This can be anything from an identifier with specific intelligence coded into the number (e.g. NIH award numbers) or the check number received in support of the award. Some sponsors may not necessarily have a sponsor number.,Research Awards,99
Funding Action Amount,An amount listed on an eFA (electronic funding action) which has been awarded by an external sponsor to a research project during a specific budget period.<br>,Research Awards,99
Originating Sponsor Name,"Indicates the source of the original funding for a UW subcontract. Along with award dollars, the terms and conditions of the subcontract are usually flowed from the Flow-through Sponsor to the Prime awardee and then to the UW as the subcontractor. The UW has primary programmatic responsibilities and reporting obligations to our primary sponsor (the Prime) as opposed to the flow-through sponsor.",Research Awards,99
Sponsor Type,"An internal SAGE system description for the funding agency which indicates a category for the funding agency. This can include federal, Foundations, Local Government, Private Industry or a host of others.",Research Awards,99
Sponsor Name,The official name of any funding agency external to the university who funds university research activities.,Research Awards,99
Principal Investigator,"The Principle Investigator is the person responsible for all expenditures placed on a budget, as well as for making sure that all conditions and requirements conditional to the funding of the budget are fulfilled. For grant and contract budgets this is generally the research scientists who applied for the funding.",Research Awards,99
Principal Investigator ID,This is a nine-digit employee identification number assigned to the individual designated as Principal Investigator.,Research Awards,99
Project Type,Indicates whether the funding mechanism used for the project is a grant or a contract.,Research Awards,99
Parent Application Type,"An Application Type is a descriptor used to classify and organize the proposal with respect to the Grant Lifecycle. In the case of a ""Parent"", this application may have other applications as ""children"".",Research Awards,99
Budget Number,A six-digit control number (xx-xxxx) that assigns cost and responsibility centers for accounting and budgeting purposes.,Research Awards,99
FA ID,"An electronic Funding Action (eFA) is the UW internal electronic form used to accept an award and establish a research budget. These unique Alpha/numeric identifiers are generated in a UW system known as SPAERC (the OSP version of SAGE) but are not viewable in SAGE. Business units within the university can pull reports of FA activity by using Status Checker which is located on the Office of Sponsored Programs website <a target=""_blank"" rel=""nofollow"" href=""http://www.washington.edu/research/osp/"">http://www.washington.edu/research/osp/</a>",Research Awards,99
eGC1 ID,"Electronic Grant and Contract Form 1 (eGC1) is the internal electronic mechanism for the routing and approval of research proposals. Each eGC1 in SAGE receives a unique Alpha/Numeric ID which begins with the letter ""A""",Research Awards,99
Organization Code Dean Level,The UW financial org code is the structure used in the UW financial system to define different levels of the University. It is managed in the Financial Accounting System (FAS). The �Dean Level� refers to the first 3 digits of a 10 digit organization code.,Research Awards,99
Organization Code,"The code that represents the University organizational structure.&nbsp;<span>When referenced on the Budget Index (the 02 Index), Organization Code relates a Budget Number to an organizational unit. <br> <br> This field is routinely sub-defined as follows:<br> <br> X(1) President's Level (organ_pres) - A broad grouping of units according to top administrative areas of responsibility or major class of programs.<br> <br> X(2) Dean/Vice President's Level (organ_dean) - Major organizational divisions usually headed by an officer reporting to the President (colleges, schools, vice president divisions).<br> <br> X(2) Major Level (organ_major_area) - Programmatic or organizational partitioning of major organizational divisions (organizational dependent).<br> <br> X(2) Department Level (organ_dept) - Primary operating unit of the University, usually designated as a department in academic units and as an office in administrative units. Department level units as defined by section 12-26 of the University Handbook, interdisciplinary centers, and comparable level administrative service organizations are included. <br> <br> X(2) Division Level (organ_division) - Academic sub-disciplines or sub-specialities contained within a department and functional/organizational division of large administrative/service units.<br> <br> X(1) Sub-Division Level (organ_sub_division) - Specialized research, teaching or service activities, e.g., the research activities of a singe Principal Investigator; the training/research/patient care activities conducted at affiliated hospitals.</span>",Research Awards,99
Fiscal Year,,Research Awards,99
Grant and Contract Number,Sponsor-assigned number used to identify a particular grant or contract.,Research Budget Expenditures,154
Originating Sponsor Name,"Indicates the source of the original funding for a UW subcontract. Along with award dollars, the terms and conditions of the subcontract are usually flowed from the Flow-through Sponsor to the Prime awardee and then to the UW as the subcontractor. The UW has primary programmatic responsibilities and reporting obligations to our primary sponsor (the Prime) as opposed to the flow-through sponsor.",Research Budget Expenditures,154
Sponsor Type,"An internal SAGE system description for the funding agency which indicates a category for the funding agency. This can include federal, Foundations, Local Government, Private Industry or a host of others.",Research Budget Expenditures,154
Sponsor Name,The official name of any funding agency external to the university who funds university research activities.,Research Budget Expenditures,154
Principal Investigator,"The Principle Investigator is the person responsible for all expenditures placed on a budget, as well as for making sure that all conditions and requirements conditional to the funding of the budget are fulfilled. For grant and contract budgets this is generally the research scientists who applied for the funding.",Research Budget Expenditures,154
Budget Number,A six-digit control number (xx-xxxx) that assigns cost and responsibility centers for accounting and budgeting purposes.,Research Budget Expenditures,154
FA ID,"An electronic Funding Action (eFA) is the UW internal electronic form used to accept an award and establish a research budget. These unique Alpha/numeric identifiers are generated in a UW system known as SPAERC (the OSP version of SAGE) but are not viewable in SAGE. Business units within the university can pull reports of FA activity by using Status Checker which is located on the Office of Sponsored Programs website <a target=""_blank"" rel=""nofollow"" href=""http://www.washington.edu/research/osp/"">http://www.washington.edu/research/osp/</a>",Research Budget Expenditures,154
eGC1 ID,"Electronic Grant and Contract Form 1 (eGC1) is the internal electronic mechanism for the routing and approval of research proposals. Each eGC1 in SAGE receives a unique Alpha/Numeric ID which begins with the letter ""A""",Research Budget Expenditures,154
Organization Code Dean Level,The UW financial org code is the structure used in the UW financial system to define different levels of the University. It is managed in the Financial Accounting System (FAS). The �Dean Level� refers to the first 3 digits of a 10 digit organization code.,Research Budget Expenditures,154
Fiscal Month,A calendar month beginning with the 1st and ending with the last day of the month.,Research Budget Expenditures,154
Fiscal Year,,Research Budget Expenditures,154
Research Award,"A Research Award is a grant, cost reimbursement contract, or other agreement with a sponsor to fund an research effort.&nbsp; In relation to SAGE data pre-award business process and reporting, a Research Award is an Funding Action (FA) that has achieved a status of �InGCA� for the first time; which signifies acceptance by the Office of Sponsored Programs (OSP). This notice is usually in the form of a grant or a contract.",Research Proposal Details,136
Project Period,For Grant budgets. The total time period stated in the Notice of Grant Award (including any amendments) for which Federal support is recommended. The project period may consist of one or more budget periods. It does not constitute a commitment by the Federal government to fund the entire project period.,Research Proposal Details,136
Total Requested Amount,The complete amount of funding proposed for the entirety of a competing segment or the length of time covered by an eGC1.,Research Proposal Details,136
Sponsor Award Number,An award identifier issued by a sponsor which identifies a specific UW award. This can be anything from an identifier with specific intelligence coded into the number (e.g. NIH award numbers) or the check number received in support of the award. Some sponsors may not necessarily have a sponsor number.,Research Proposal Details,136
Originating Sponsor Name,"Indicates the source of the original funding for a UW subcontract. Along with award dollars, the terms and conditions of the subcontract are usually flowed from the Flow-through Sponsor to the Prime awardee and then to the UW as the subcontractor. The UW has primary programmatic responsibilities and reporting obligations to our primary sponsor (the Prime) as opposed to the flow-through sponsor.",Research Proposal Details,136
Sponsor Type,"An internal SAGE system description for the funding agency which indicates a category for the funding agency. This can include federal, Foundations, Local Government, Private Industry or a host of others.",Research Proposal Details,136
Sponsor Name,The official name of any funding agency external to the university who funds university research activities.,Research Proposal Details,136
Principal Investigator,"The Principle Investigator is the person responsible for all expenditures placed on a budget, as well as for making sure that all conditions and requirements conditional to the funding of the budget are fulfilled. For grant and contract budgets this is generally the research scientists who applied for the funding.",Research Proposal Details,136
Budget Number,A six-digit control number (xx-xxxx) that assigns cost and responsibility centers for accounting and budgeting purposes.,Research Proposal Details,136
FA ID,"An electronic Funding Action (eFA) is the UW internal electronic form used to accept an award and establish a research budget. These unique Alpha/numeric identifiers are generated in a UW system known as SPAERC (the OSP version of SAGE) but are not viewable in SAGE. Business units within the university can pull reports of FA activity by using Status Checker which is located on the Office of Sponsored Programs website <a target=""_blank"" rel=""nofollow"" href=""http://www.washington.edu/research/osp/"">http://www.washington.edu/research/osp/</a>",Research Proposal Details,136
eGC1 ID,"Electronic Grant and Contract Form 1 (eGC1) is the internal electronic mechanism for the routing and approval of research proposals. Each eGC1 in SAGE receives a unique Alpha/Numeric ID which begins with the letter ""A""",Research Proposal Details,136
Organization Code Dean Level,The UW financial org code is the structure used in the UW financial system to define different levels of the University. It is managed in the Financial Accounting System (FAS). The �Dean Level� refers to the first 3 digits of a 10 digit organization code.,Research Proposal Details,136
In OSP Date,"For proposals, this is the date when all campus approvals have been secured and the proposal is first routed to OSP for review. In terms of awards this is the status of a Funding Action when it is first initiated by OSP (for further information see award statuses)",Research Proposal Details,136
Research Proposal,"A Research Proposal is a request for financial support of a project, program, or activity submitted to a sponsor or funding entity.&nbsp; A proposal may also be considered an application.&nbsp; In relation to SAGE data and pre-award business process and reporting, a Research Proposal is an eGC1 that has achieved ""InOSP"" (In Office of Sponsored Programs) status for the first time.",Research Proposals,102
Fiscal Year,,Research Proposals,102
Total Period End Date,Ending date for the life of a grant or contract. X(08) Total Period Ending Date indicates ending date for the life of a grant or contract. DASDL Format: CCYYMMDD,Research Proposals,102
Total Period Begin Date,Beginning date for the life of a grant or contract. X(08) Total Period Beginning Date indicates the beginning date for the life of a grant or contract. DASDL Format: CCYYMMDD,Research Proposals,102
Proposal Status,"This field shows the status of the eGC1 and indicates the stages of the UW process. The reported statuses are: In OSP: Indicates that all the required campus units have approved the proposal, and the eGC1 is now at OSP for review. Returned: The proposal review is initiated; however, the OSP administrator has made recommended changes and sent the eGC1 back to the department for revision. Approved: OSP submitted the proposal which was accepted by the sponsor or sponsor electronic system. In some instances (e.g. NIH), the eGC1 may be approved a couple of days after system submission or approval may be delayed until contract negotiations are complete (e.g. Clinical Trials). Denied by Sponsor: The proposal submitted to a sponsor for funding consideration was reviewed by the funding source and that agency has elected not to fund the proposal.",Research Proposals,102
Application Type,An Application Type is a descriptor used to classify and organize the proposal with respect to the Grant Lifecycle.,Research Proposals,102
Project Type,Indicates whether the funding mechanism used for the project is a grant or a contract.,Research Proposals,102
Project Period,For Grant budgets. The total time period stated in the Notice of Grant Award (including any amendments) for which Federal support is recommended. The project period may consist of one or more budget periods. It does not constitute a commitment by the Federal government to fund the entire project period.,Research Proposals,102
Total Requested Amount,The complete amount of funding proposed for the entirety of a competing segment or the length of time covered by an eGC1.,Research Proposals,102
Originating Sponsor Name,"Indicates the source of the original funding for a UW subcontract. Along with award dollars, the terms and conditions of the subcontract are usually flowed from the Flow-through Sponsor to the Prime awardee and then to the UW as the subcontractor. The UW has primary programmatic responsibilities and reporting obligations to our primary sponsor (the Prime) as opposed to the flow-through sponsor.",Research Proposals,102
Sponsor Type,"An internal SAGE system description for the funding agency which indicates a category for the funding agency. This can include federal, Foundations, Local Government, Private Industry or a host of others.",Research Proposals,102
Sponsor Name,The official name of any funding agency external to the university who funds university research activities.,Research Proposals,102
Organization Code,"The code that represents the University organizational structure.&nbsp;<span>When referenced on the Budget Index (the 02 Index), Organization Code relates a Budget Number to an organizational unit. <br> <br> This field is routinely sub-defined as follows:<br> <br> X(1) President's Level (organ_pres) - A broad grouping of units according to top administrative areas of responsibility or major class of programs.<br> <br> X(2) Dean/Vice President's Level (organ_dean) - Major organizational divisions usually headed by an officer reporting to the President (colleges, schools, vice president divisions).<br> <br> X(2) Major Level (organ_major_area) - Programmatic or organizational partitioning of major organizational divisions (organizational dependent).<br> <br> X(2) Department Level (organ_dept) - Primary operating unit of the University, usually designated as a department in academic units and as an office in administrative units. Department level units as defined by section 12-26 of the University Handbook, interdisciplinary centers, and comparable level administrative service organizations are included. <br> <br> X(2) Division Level (organ_division) - Academic sub-disciplines or sub-specialities contained within a department and functional/organizational division of large administrative/service units.<br> <br> X(1) Sub-Division Level (organ_sub_division) - Specialized research, teaching or service activities, e.g., the research activities of a singe Principal Investigator; the training/research/patient care activities conducted at affiliated hospitals.</span>",Research Proposals,102
